       Xposition(m)           Yposition(m)             Zposition(m)
 -1.3441713876909398e+07   1.4811537380680649e+07   1.4061929066555814e+02
 -1.3474742348590886e+07   1.4781507107970035e+07   1.3999568381157383e+02
 -1.3507703686530828e+07   1.4751403191301811e+07   1.3937160230465503e+02
 -1.3540597726589402e+07   1.4721225780746615e+07   1.3874704879904090e+02
 -1.3573424304962311e+07   1.4690975026740577e+07   1.3812202594973388e+02
 -1.3606183258181356e+07   1.4660651080084749e+07   1.3749653641249280e+02
 -1.3638874423115770e+07   1.4630254091943880e+07   1.3687058284381200e+02
 -1.3671497636972232e+07   1.4599784213846425e+07   1.3624416790092550e+02
 -1.3704052737296365e+07   1.4569241597683083e+07   1.3561729424178230e+02
 -1.3736539561973173e+07   1.4538626395706473e+07   1.3498996452504343e+02
 -1.3768957949228138e+07   1.4507938760530014e+07   1.3436218141006407e+02
 -1.3801307737627396e+07   1.4477178845127787e+07   1.3373394755689540e+02
 -1.3833588766079498e+07   1.4446346802832948e+07   1.3310526562625597e+02
 -1.3865800873835335e+07   1.4415442787337603e+07   1.3247613827953523e+02
 -1.3897943900489464e+07   1.4384466952691775e+07   1.3184656817877560e+02
 -1.3930017685980650e+07   1.4353419453302663e+07   1.3121655798666360e+02
 -1.3962022070592800e+07   1.4322300443933884e+07   1.3058611036651814e+02
 -1.3993956894955680e+07   1.4291110079704715e+07   1.2995522798228063e+02
 -1.4025822000045625e+07   1.4259848516089408e+07   1.2932391349850542e+02
 -1.4057617227186574e+07   1.4228515908916150e+07   1.2869216958034440e+02
 -1.4089342418050714e+07   1.4197112414366493e+07   1.2805999889353944e+02
 -1.4120997414659012e+07   1.4165638188974783e+07   1.2742740410441662e+02
 -1.4152582059382482e+07   1.4134093389626857e+07   1.2679438787986454e+02
 -1.4184096194942735e+07   1.4102478173559582e+07   1.2616095288733052e+02
 -1.4215539664412582e+07   1.4070792698360200e+07   1.2552710179481180e+02
 -1.4246912311217170e+07   1.4039037121965174e+07   1.2489283727083829e+02
 -1.4278213979134427e+07   1.4007211602659788e+07   1.2425816198446890e+02
 -1.4309444512296040e+07   1.3975316299077079e+07   1.2362307860527616e+02
 -1.4340603755188277e+07   1.3943351370197043e+07   1.2298758980333503e+02
 -1.4371691552652517e+07   1.3911316975346114e+07   1.2235169824921770e+02
 -1.4402707749886168e+07   1.3879213274196126e+07   1.2171540661397881e+02
 -1.4433652192443429e+07   1.3847040426763660e+07   1.2107871756914703e+02
 -1.4464524726236140e+07   1.3814798593409013e+07   1.2044163378671024e+02
 -1.4495325197534430e+07   1.3782487934835633e+07   1.1980415793910990e+02
 -1.4526053452967305e+07   1.3750108612089460e+07   1.1916629269923310e+02
 -1.4556709339523970e+07   1.3717660786557512e+07   1.1852804074039027e+02
 -1.4587292704553893e+07   1.3685144619967904e+07   1.1788940473632050e+02
 -1.4617803395768084e+07   1.3652560274388317e+07   1.1725038736116798e+02
 -1.4648241261239590e+07   1.3619907912225623e+07   1.1661099128947930e+02
 -1.4678606149404397e+07   1.3587187696224922e+07   1.1597121919618972e+02
 -1.4708897909062017e+07   1.3554399789468767e+07   1.1533107375661484e+02
 -1.4739116389376393e+07   1.3521544355376361e+07   1.1469055764643903e+02
 -1.4769261439876582e+07   1.3488621557702623e+07   1.1404967354170432e+02
 -1.4799332910457436e+07   1.3455631560537646e+07   1.1340842411880408e+02
 -1.4829330651380433e+07   1.3422574528305633e+07   1.1276681205446900e+02
 -1.4859254513274482e+07   1.3389450625764064e+07   1.1212484002575611e+02
 -1.4889104347136546e+07   1.3356260018003022e+07   1.1148251071004161e+02
 -1.4918880004332298e+07   1.3323002870444447e+07   1.1083982678501202e+02
 -1.4948581336597128e+07   1.3289679348840995e+07   1.1019679092864820e+02
 -1.4978208196036655e+07   1.3256289619275495e+07   1.0955340581922039e+02
 -1.5007760435127655e+07   1.3222833848159911e+07   1.0890967413527386e+02
 -1.5037237906718362e+07   1.3189312202234868e+07   1.0826559855562701e+02
 -1.5066640464029830e+07   1.3155724848568344e+07   1.0762118175934967e+02
 -1.5095967960656192e+07   1.3122071954555165e+07   1.0697642642576155e+02
 -1.5125220250565577e+07   1.3088353687916065e+07   1.0633133523441902e+02
 -1.5154397188100740e+07   1.3054570216696944e+07   1.0568591086510708e+02
 -1.5183498627979837e+07   1.3020721709267873e+07   1.0504015599782667e+02
 -1.5212524425297200e+07   1.2986808334322315e+07   1.0439407331278558e+02
 -1.5241474435523903e+07   1.2952830260876443e+07   1.0374766549039121e+02
 -1.5270348514508719e+07   1.2918787658267958e+07   1.0310093521123441e+02
 -1.5299146518478507e+07   1.2884680696155703e+07   1.0245388515608845e+02
 -1.5327868304039225e+07   1.2850509544518372e+07   1.0180651800589017e+02
 -1.5356513728176547e+07   1.2816274373653905e+07   1.0115883644173472e+02
 -1.5385082648256500e+07   1.2781975354178587e+07   1.0051084314486525e+02
 -1.5413574922026072e+07   1.2747612657026410e+07   9.9862540796665900e+01
 -1.5441990407614393e+07   1.2713186453447651e+07   9.9213932078642360e+01
 -1.5470328963532908e+07   1.2678696915008590e+07   9.8565019672421760e+01
 -1.5498590448676223e+07   1.2644144213590551e+07   9.7915806259741340e+01
 -1.5526774722323015e+07   1.2609528521388756e+07   9.7266294522433180e+01
 -1.5554881644136386e+07   1.2574850010911900e+07   9.6616487142422130e+01
 -1.5582911074165010e+07   1.2540108854980730e+07   9.5966386801705770e+01
 -1.5610862872843388e+07   1.2505305226727760e+07   9.5315996182355180e+01
 -1.5638736900992775e+07   1.2470439299596050e+07   9.4665317966498400e+01
 -1.5666533019821815e+07   1.2435511247338481e+07   9.4014354836313270e+01
 -1.5694251090927150e+07   1.2400521244016950e+07   9.3363109474018640e+01
 -1.5721890976294324e+07   1.2365469464001240e+07   9.2711584561859840e+01
 -1.5749452538298307e+07   1.2330356081968375e+07   9.2059782782102770e+01
 -1.5776935639704082e+07   1.2295181272901809e+07   9.1407706817025400e+01
 -1.5804340143667575e+07   1.2259945212090315e+07   9.0755359348920920e+01
 -1.5831665913736120e+07   1.2224648075127343e+07   9.0102743060092350e+01
 -1.5858912813849252e+07   1.2189290037910044e+07   8.9449860632804840e+01
 -1.5886080708339354e+07   1.2153871276638301e+07   8.8796714749294960e+01
 -1.5913169461932296e+07   1.2118391967814088e+07   8.8143308091765660e+01
 -1.5940178939748160e+07   1.2082852288240353e+07   8.7489643342372320e+01
 -1.5967109007301947e+07   1.2047252415020200e+07   8.6835723183214480e+01
 -1.5993959530503942e+07   1.2011592525556317e+07   8.6181550296332560e+01
 -1.6020730375660948e+07   1.1975872797549428e+07   8.5527127363685030e+01
 -1.6047421409476444e+07   1.1940093408998018e+07   8.4872457067151460e+01
 -1.6074032499051344e+07   1.1904254538197326e+07   8.4217542088520100e+01
 -1.6100563511884857e+07   1.1868356363738180e+07   8.3562385109473880e+01
 -1.6127014315874983e+07   1.1832399064506445e+07   8.2906988811586400e+01
 -1.6153384779319206e+07   1.1796382819681851e+07   8.2251355876308580e+01
 -1.6179674770915084e+07   1.1760307808737330e+07   8.1595488984963030e+01
 -1.6205884159761160e+07   1.1724174211437881e+07   8.0939390818729320e+01
 -1.6232012815357206e+07   1.1687982207839990e+07   8.0283064058642010e+01
 -1.6258060607605001e+07   1.1651731978290645e+07   7.9626511385579040e+01
 -1.6284027406809427e+07   1.1615423703425959e+07   7.8969735480243120e+01
 -1.6309913083678335e+07   1.1579057564171122e+07   7.8312739023169030e+01
 -1.6335717509323815e+07   1.1542633741738783e+07   7.7655524694700450e+01
 -1.6361440555262567e+07   1.1506152417628452e+07   7.6998095174986900e+01
 -1.6387082093416486e+07   1.1469613773625733e+07   7.6340453143976320e+01
 -1.6412641996113540e+07   1.1433017991800962e+07   7.5682601281398350e+01
 -1.6438120136088190e+07   1.1396365254508752e+07   7.5024542266762700e+01
 -1.6463516386482002e+07   1.1359655744386960e+07   7.4366278779347940e+01
 -1.6488830620844426e+07   1.1322889644355750e+07   7.3707813498191510e+01
 -1.6514062713133529e+07   1.1286067137616301e+07   7.3049149102074470e+01
 -1.6539212537716040e+07   1.1249188407650940e+07   7.2390288269530170e+01
 -1.6564279969368834e+07   1.1212253638220854e+07   7.1731233678811450e+01
 -1.6589264883278716e+07   1.1175263013366455e+07   7.1071988007903530e+01
 -1.6614167155043613e+07   1.1138216717405627e+07   7.0412553934500310e+01
 -1.6638986660673120e+07   1.1101114934932840e+07   6.9752934135996340e+01
 -1.6663723276588695e+07   1.1063957850818897e+07   6.9093131289489020e+01
 -1.6688376879624810e+07   1.1026745650209347e+07   6.8433148071757320e+01
 -1.6712947347029235e+07   1.0989478518523809e+07   6.7772987159258280e+01
 -1.6737434556463715e+07   1.0952156641455060e+07   6.7112651228117360e+01
 -1.6761838386004650e+07   1.0914780204968074e+07   6.6452142954118810e+01
 -1.6786158714143578e+07   1.0877349395299213e+07   6.5791465012698700e+01
 -1.6810395419787988e+07   1.0839864398954926e+07   6.5130620078929740e+01
 -1.6834548382261580e+07   1.0802325402711430e+07   6.4469610827522800e+01
 -1.6858617481305210e+07   1.0764732593613273e+07   6.3808439932808600e+01
 -1.6882602597077362e+07   1.0727086158972409e+07   6.3147110068729990e+01
 -1.6906503610154457e+07   1.0689386286367932e+07   6.2485623908843166e+01
 -1.6930320401532100e+07   1.0651633163644055e+07   6.1823984126290924e+01
 -1.6954052852624986e+07   1.0613826978910135e+07   6.1162193393810256e+01
 -1.6977700845267802e+07   1.0575967920539388e+07   6.0500254383716790e+01
 -1.7001264261716012e+07   1.0538056177167590e+07   5.9838169767890280e+01
 -1.7024742984645930e+07   1.0500091937692842e+07   5.9175942217778140e+01
 -1.7048136897155758e+07   1.0462075391274171e+07   5.8513574404377350e+01
 -1.7071445882766053e+07   1.0424006727330413e+07   5.7851068998224110e+01
 -1.7094669825420060e+07   1.0385886135540003e+07   5.7188428669396785e+01
 -1.7117808609484553e+07   1.0347713805839377e+07   5.6525656087495820e+01
 -1.7140862119750470e+07   1.0309489928421997e+07   5.5862753921634905e+01
 -1.7163830241433144e+07   1.0271214693737974e+07   5.5199724840441390e+01
 -1.7186712860173192e+07   1.0232888292492595e+07   5.4536571512038805e+01
 -1.7209509862036910e+07   1.0194510915645660e+07   5.3873296604043105e+01
 -1.7232221133516986e+07   1.0156082754410261e+07   5.3209902783548685e+01
 -1.7254846561532810e+07   1.0117604000252270e+07   5.2546392717127844e+01
 -1.7277386033431360e+07   1.0079074844888851e+07   5.1882769070812486e+01
 -1.7299839436987520e+07   1.0040495480287865e+07   5.1219034510091700e+01
 -1.7322206660404682e+07   1.0001866098666904e+07   5.0555191699902620e+01
 -1.7344487592315298e+07   9.9631868924923370e+06   4.9891243304622010e+01
 -1.7366682121781707e+07   9.9244580544778350e+06   4.9227191988048446e+01
 -1.7388790138296110e+07   9.8856797775843780e+06   4.8563040413410620e+01
 -1.7410811531781666e+07   9.8468522550184170e+06   4.7898791243343155e+01
 -1.7432746192592707e+07   9.8079756802315580e+06   4.7234447139888900e+01
 -1.7454594011515547e+07   9.7690502469188420e+06   4.6570010764478110e+01
 -1.7476354879768666e+07   9.7300761490188460e+06   4.5905484777936790e+01
 -1.7498028689003613e+07   9.6910535807116480e+06   4.5240871840461070e+01
 -1.7519615331305288e+07   9.6519827364186050e+06   4.4576174611620220e+01
 -1.7541114699192740e+07   9.6128638108007980e+06   4.3911395750338470e+01
 -1.7562526685619330e+07   9.5736969987587600e+06   4.3246537914898280e+01
 -1.7583851183973540e+07   9.5344824954309610e+06   4.2581603762922430e+01
 -1.7605088088079497e+07   9.4952204961929170e+06   4.1916595951366600e+01
 -1.7626237292197373e+07   9.4559111966564120e+06   4.1251517136514280e+01
 -1.7647298691023970e+07   9.4165547926683980e+06   4.0586369973965890e+01
 -1.7668272179693244e+07   9.3771514803100170e+06   3.9921157118630234e+01
 -1.7689157653776817e+07   9.3377014558957240e+06   3.9255881224717670e+01
 -1.7709955009284522e+07   9.2982049159721020e+06   3.8590544945727814e+01
 -1.7730664142664876e+07   9.2586620573171540e+06   3.7925150934445710e+01
 -1.7751284950805575e+07   9.2190730769391410e+06   3.7259701842930270e+01
 -1.7771817331034105e+07   9.1794381720756850e+06   3.6594200322506740e+01
 -1.7792261181118198e+07   9.1397575401926360e+06   3.5928649023756120e+01
 -1.7812616399266277e+07   9.1000313789833750e+06   3.5263050596511164e+01
 -1.7832882884127980e+07   9.0602598863676260e+06   3.4597407689844530e+01
 -1.7853060534794850e+07   9.0204432604903370e+06   3.3931722952057754e+01
 -1.7873149250800530e+07   8.9805816997211580e+06   3.3265999030680646e+01
 -1.7893148932121485e+07   8.9406754026529040e+06   3.2600238572454245e+01
 -1.7913059479177363e+07   8.9007245681011080e+06   3.1934444223329905e+01
 -1.7932880792831600e+07   8.8607293951025900e+06   3.1268618628454746e+01
 -1.7952612774391910e+07   8.8206900829145140e+06   3.0602764432163454e+01
 -1.7972255325610690e+07   8.7806068310136460e+06   2.9936884277973775e+01
 -1.7991808348685430e+07   8.7404798390954470e+06   2.9270980808579736e+01
 -1.8011271746259455e+07   8.7003093070725400e+06   2.8605056665834170e+01
 -1.8030645421422280e+07   8.6600954350741320e+06   2.7939114490746675e+01
 -1.8049929277709942e+07   8.6198384234450480e+06   2.7273156923476620e+01
 -1.8069123219105776e+07   8.5795384727443850e+06   2.6607186603317743e+01
 -1.8088227150040526e+07   8.5391957837451530e+06   2.5941206168701015e+01
 -1.8107240975393225e+07   8.4988105574324190e+06   2.5275218257171645e+01
 -1.8126164600491352e+07   8.4583829950030390e+06   2.4609225505402108e+01
 -1.8144997931111403e+07   8.4179132978643200e+06   2.3943230549173320e+01
 -1.8163740873479404e+07   8.3774016676330700e+06   2.3277236023349673e+01
 -1.8182393334271334e+07   8.3368483061345965e+06   2.2611244561884675e+01
 -1.8200955220613632e+07   8.2962534154016100e+06   2.1945258797811448e+01
 -1.8219426440083493e+07   8.2556171976736090e+06   2.1279281363240173e+01
 -1.8237806900709600e+07   8.2149398553952590e+06   2.0613314889340060e+01
 -1.8256096510972276e+07   8.1742215912160590e+06   1.9947362006341520e+01
 -1.8274295179804290e+07   8.1334626079885690e+06   1.9281425343515195e+01
 -1.8292402816590920e+07   8.0926631087681900e+06   1.8615507529176910e+01
 -1.8310419331170690e+07   8.0518232968116720e+06   1.7949611190670750e+01
 -1.8328344633835714e+07   8.0109433755761290e+06   1.7283738954361540e+01
 -1.8346178635332170e+07   7.9700235487181840e+06   1.6617893445628738e+01
 -1.8363921246860646e+07   7.9290640200929080e+06   1.5952077288857410e+01
 -1.8381572380076720e+07   7.8880649937528250e+06   1.5286293107430097e+01
 -1.8399131947091304e+07   7.8470266739467820e+06   1.4620543523716535e+01
 -1.8416599860471115e+07   7.8059492651191065e+06   1.3954831159068206e+01
 -1.8433976033239078e+07   7.7648329719084510e+06   1.3289158633807787e+01
 -1.8451260378874913e+07   7.7236779991465920e+06   1.2623528567217590e+01
 -1.8468452811315190e+07   7.6824845518581810e+06   1.1957943577544000e+01
 -1.8485553244954230e+07   7.6412528352587020e+06   1.1292406281972191e+01
 -1.8502561594644163e+07   7.5999830547542140e+06   1.0626919296630760e+01
 -1.8519477775695518e+07   7.5586754159399020e+06   9.9614852365759390e+00
 -1.8536301703877630e+07   7.5173301245992770e+06   9.2961067157870900e+00
 -1.8553033295419090e+07   7.4759473867029750e+06   8.6307863471553790e+00
 -1.8569672467007930e+07   7.4345274084081170e+06   7.9655267424822260e+00
 -1.8586219135792390e+07   7.3930703960567690e+06   7.3003305124618980e+00
 -1.8602673219381075e+07   7.3515765561751820e+06   6.6352002666783390e+00
 -1.8619034635843497e+07   7.3100460954727680e+06   5.9701386135959780e+00
 -1.8635303303710380e+07   7.2684792208410840e+06   5.3051481605526330e+00
 -1.8651479141974095e+07   7.2268761393527280e+06   4.6402315137496400e+00
 -1.8667562070089128e+07   7.1852370582603690e+06   3.9753912782440040e+00
 -1.8683552007972345e+07   7.1435621849958140e+06   3.3106300579426886e+00
 -1.8699448876003604e+07   7.1018517271685420e+06   2.6459504555865150e+00
 -1.8715252595025945e+07   7.0601058925651490e+06   1.9813550727500484e+00
 -1.8730963086345990e+07   7.0183248891484740e+06   1.3168465098356847e+00
 -1.8746580271734554e+07   6.9765089250556550e+06   6.5242736605100050e-01
 -1.8762104073426686e+07   6.9346582085982470e+06  -1.1899760581258079e-02
 -1.8777534414122432e+07   6.8927729482602150e+06  -6.7613227324692100e-01
 -1.8792871216986900e+07   6.8508533526976290e+06  -1.3402675763368421e+00
 -1.8808114405650917e+07   6.8088996307368840e+06  -2.0043030754670780e+00
 -1.8823263904211063e+07   6.7669119913746690e+06  -2.6682361774710586e+00
 -1.8838319637230460e+07   6.7248906437758150e+06  -3.3320642904257340e+00
 -1.8853281529738776e+07   6.6828357972731140e+06  -3.9957848236455930e+00
 -1.8868149507232856e+07   6.6407476613658150e+06  -4.6593951876991470e+00
 -1.8882923495676953e+07   6.5986264457187000e+06  -5.3228927944145000e+00
 -1.8897603421503120e+07   6.5564723601612440e+06  -5.9862750568848500e+00
 -1.8912189211611625e+07   6.5142856146861760e+06  -6.6495393894828820e+00
 -1.8926680793371320e+07   6.4720664194485920e+06  -7.3126832078664990e+00
 -1.8941078094619720e+07   6.4298149847655470e+06  -7.9757039289767420e+00
 -1.8955381043664010e+07   6.3875315211135030e+06  -8.6385989710707200e+00
 -1.8969589569280630e+07   6.3452162391288900e+06  -9.3013657537030530e+00
 -1.8983703600716144e+07   6.3028693496063330e+06  -9.9640016977471500e+00
 -1.8997723067687463e+07   6.2604910634972770e+06  -1.0626504225407231e+01
 -1.9011647900382010e+07   6.2180815919099000e+06  -1.1288870760212347e+01
 -1.9025478029458460e+07   6.1756411461067600e+06  -1.1951098727044610e+01
 -1.9039213386046655e+07   6.1331699375050460e+06  -1.2613185552127305e+01
 -1.9052853901748230e+07   6.0906681776746540e+06  -1.3275128663046516e+01
 -1.9066399508636806e+07   6.0481360783375830e+06  -1.3936925488752877e+01
 -1.9079850139258437e+07   6.0055738513665920e+06  -1.4598573459573586e+01
 -1.9093205726631816e+07   5.9629817087844380e+06  -1.5260070007216711e+01
 -1.9106466204248770e+07   5.9203598627625920e+06  -1.5921412564783154e+01
 -1.9119631506074430e+07   5.8777085256201755e+06  -1.6582598566774067e+01
 -1.9132701566547680e+07   5.8350279098230560e+06  -1.7243625449097834e+01
 -1.9145676320581373e+07   5.7923182279827990e+06  -1.7904490649077630e+01
 -1.9158555703562796e+07   5.7495796928553490e+06  -1.8565191605463866e+01
 -1.9171339651353788e+07   5.7068125173404730e+06  -1.9225725758434464e+01
 -1.9184028100291290e+07   5.6640169144800290e+06  -1.9886090549613698e+01
 -1.9196620987187486e+07   5.6211930974575940e+06  -2.0546283422070090e+01
 -1.9209118249330185e+07   5.5783412795968820e+06  -2.1206301820332143e+01
 -1.9221519824483123e+07   5.5354616743609860e+06  -2.1866143190392110e+01
 -1.9233825650886297e+07   5.4925544953511380e+06  -2.2525804979717222e+01
 -1.9246035667256280e+07   5.4496199563056200e+06  -2.3185284637258235e+01
 -1.9258149812786380e+07   5.4066582710991630e+06  -2.3844579613450250e+01
 -1.9270168027147148e+07   5.3636696537412250e+06  -2.4503687360231567e+01
 -1.9282090250486605e+07   5.3206543183751710e+06  -2.5162605331047770e+01
 -1.9293916423430400e+07   5.2776124792776555e+06  -2.5821330980853375e+01
 -1.9305646487082347e+07   5.2345443508567630e+06  -2.6479861766131947e+01
 -1.9317280383024562e+07   5.1914501476515070e+06  -2.7138195144896160e+01
 -1.9328818053317696e+07   5.1483300843308070e+06  -2.7796328576694677e+01
 -1.9340259440501444e+07   5.1051843756918300e+06  -2.8454259522629910e+01
 -1.9351604487594627e+07   5.0620132366595540e+06  -2.9111985445356595e+01
 -1.9362853138095535e+07   5.0188168822855470e+06  -2.9769503809091930e+01
 -1.9374005335982226e+07   4.9755955277466760e+06  -3.0426812079627710e+01
 -1.9385061025712880e+07   4.9323493883439820e+06  -3.1083907724339000e+01
 -1.9396020152225807e+07   4.8890786795023900e+06  -3.1740788212180390e+01
 -1.9406882660940073e+07   4.8457836167684410e+06  -3.2397451013712980e+01
 -1.9417648497755560e+07   4.8024644158100100e+06  -3.3053893601099860e+01
 -1.9428317609053217e+07   4.7591212924153470e+06  -3.3710113448113006e+01
 -1.9438889941695426e+07   4.7157544624914300e+06  -3.4366108030150144e+01
 -1.9449365443026245e+07   4.6723641420631980e+06  -3.5021874824238280e+01
 -1.9459744060871623e+07   4.6289505472724870e+06  -3.5677411309041620e+01
 -1.9470025743539660e+07   4.5855138943770700e+06  -3.6332714964867975e+01
 -1.9480210439820940e+07   4.5420543997493150e+06  -3.6987783273681450e+01
 -1.9490298098988734e+07   4.4985722798750200e+06  -3.7642613719111210e+01
 -1.9500288670799190e+07   4.4550677513530800e+06  -3.8297203786448840e+01
 -1.9510182105491694e+07   4.4115410308934385e+06  -3.8951550962671550e+01
 -1.9519978353789060e+07   4.3679923353165560e+06  -3.9605652736441080e+01
 -1.9529677366897810e+07   4.3244218815522770e+06  -4.0259506598113660e+01
 -1.9539279096508290e+07   4.2808298866389140e+06  -4.0913110039745100e+01
 -1.9548783494795147e+07   4.2372165677215200e+06  -4.1566460555114070e+01
 -1.9558190514417300e+07   4.1935821420515906e+06  -4.2219555639722700e+01
 -1.9567500108518390e+07   4.1499268269855585e+06  -4.2872392790800220e+01
 -1.9576712230726883e+07   4.1062508399838310e+06  -4.3524969507310814e+01
 -1.9585826835156350e+07   4.0625543986095395e+06  -4.4177283289964954e+01
 -1.9594843876405680e+07   4.0188377205278887e+06  -4.4829331641221415e+01
 -1.9603763309559370e+07   3.9751010235043300e+06  -4.5481112065306530e+01
 -1.9612585090187583e+07   3.9313445254045255e+06  -4.6132622068206950e+01
 -1.9621309174346585e+07   3.8875684441921613e+06  -4.6783859157694670e+01
 -1.9629935518578798e+07   3.8437729979286540e+06  -4.7434820843323095e+01
 -1.9638464079913054e+07   3.7999584047718270e+06  -4.8085504636439400e+01
 -1.9646894815864887e+07   3.7561248829745906e+06  -4.8735908050196190e+01
 -1.9655227684436653e+07   3.7122726508841184e+06  -4.9386028599555600e+01
 -1.9663462644117743e+07   3.6684019269409200e+06  -5.0035863801295810e+01
 -1.9671599653884860e+07   3.6245129296773286e+06  -5.0685411174025255e+01
 -1.9679638673202160e+07   3.5806058777165883e+06  -5.1334668238188260e+01
 -1.9687579662021495e+07   3.5366809897719147e+06  -5.1983632516071610e+01
 -1.9695422580782540e+07   3.4927384846454333e+06  -5.2632301531811970e+01
 -1.9703167390413060e+07   3.4487785812267130e+06  -5.3280672811409914e+01
 -1.9710814052329123e+07   3.4048014984920667e+06  -5.3928743882732580e+01
 -1.9718362528435186e+07   3.3608074555032430e+06  -5.4576512275524860e+01
 -1.9725812781124417e+07   3.3167966714064595e+06  -5.5223975521416360e+01
 -1.9733164773278750e+07   3.2727693654313614e+06  -5.5871131153928275e+01
 -1.9740418468269173e+07   3.2287257568897065e+06  -5.6517976708485540e+01
 -1.9747573829955883e+07   3.1846660651744804e+06  -5.7164509722421860e+01
 -1.9754630822688416e+07   3.1405905097586913e+06  -5.7810727734989470e+01
 -1.9761589411305882e+07   3.0964993101944346e+06  -5.8456628287365250e+01
 -1.9768449561137100e+07   3.0523926861117210e+06  -5.9102208922660270e+01
 -1.9775211238000847e+07   3.0082708572170394e+06  -5.9747467185932800e+01
 -1.9781874408205930e+07   2.9641340432929690e+06  -6.0392400624186585e+01
 -1.9788439038551370e+07   2.9199824641965520e+06  -6.1037006786386456e+01
 -1.9794905096326664e+07   2.8758163398582120e+06  -6.1681283223466835e+01
 -1.9801272549311776e+07   2.8316358902812107e+06  -6.2325227488331750e+01
 -1.9807541365777507e+07   2.7874413355396570e+06  -6.2968837135875970e+01
 -1.9813711514485437e+07   2.7432328957783496e+06  -6.3612109722980110e+01
 -1.9819782964688286e+07   2.6990107912108805e+06  -6.4255042808530100e+01
 -1.9825755686129887e+07   2.6547752421189924e+06  -6.4897633953418680e+01
 -1.9831629649045482e+07   2.6105264688515663e+06  -6.5539880720553210e+01
 -1.9837404824161764e+07   2.5662646918231584e+06  -6.6181780674868380e+01
 -1.9843081182697024e+07   2.5219901315133395e+06  -6.6823331383328450e+01
 -1.9848658696361430e+07   2.4777030084649622e+06  -6.7464530414945060e+01
 -1.9854137337357014e+07   2.4334035432838774e+06  -6.8105375340773240e+01
 -1.9859517078377870e+07   2.3890919566371636e+06  -6.8745863733929470e+01
 -1.9864797892610297e+07   2.3447684692524187e+06  -6.9385993169594400e+01
 -1.9869979753732912e+07   2.3004333019163874e+06  -7.0025761225024950e+01
 -1.9875062635916784e+07   2.2560866754742790e+06  -7.0665165479556690e+01
 -1.9880046513825625e+07   2.2117288108280820e+06  -7.1304203514620580e+01
 -1.9884931362615800e+07   2.1673599289359810e+06  -7.1942872913743500e+01
 -1.9889717157936547e+07   2.1229802508110940e+06  -7.2581171262559020e+01
 -1.9894403875930040e+07   2.0785899975202607e+06  -7.3219096148817230e+01
 -1.9898991493231554e+07   2.0341893901829870e+06  -7.3856645162392510e+01
 -1.9903479986969538e+07   1.9897786499706574e+06  -7.4493815895287070e+01
 -1.9907869334765790e+07   1.9453579981046969e+06  -7.5130605941649690e+01
 -1.9912159514735464e+07   1.9009276558564266e+06  -7.5767012897770660e+01
 -1.9916350505487297e+07   1.8564878445452547e+06  -7.6403034362099700e+01
 -1.9920442286123660e+07   1.8120387855376874e+06  -7.7038667935253030e+01
 -1.9924434836240640e+07   1.7675807002467557e+06  -7.7673911220013710e+01
 -1.9928328135928173e+07   1.7231138101299226e+06  -7.8308761821354030e+01
 -1.9932122165770143e+07   1.6786383366891588e+06  -7.8943217346427400e+01
 -1.9935816906844480e+07   1.6341545014688056e+06  -7.9577275404590800e+01
 -1.9939412340723240e+07   1.5896625260552273e+06  -8.0210933607402610e+01
 -1.9942908449472673e+07   1.5451626320751680e+06  -8.0844189568638240e+01
 -1.9946305215653400e+07   1.5006550411949807e+06  -8.1477040904294060e+01
 -1.9949602622320425e+07   1.4561399751195183e+06  -8.2109485232595380e+01
 -1.9952800653023217e+07   1.4116176555907147e+06  -8.2741520174009310e+01
 -1.9955899291805808e+07   1.3670883043871564e+06  -8.3373143351243160e+01
 -1.9958898523206920e+07   1.3225521433218487e+06  -8.4004352389269120e+01
 -1.9961798332259980e+07   1.2780093942424927e+06  -8.4635144915312710e+01
 -1.9964598704493210e+07   1.2334602790292140e+06  -8.5265518558877290e+01
 -1.9967299625929695e+07   1.1889050195943494e+06  -8.5895470951740210e+01
 -1.9969901083087478e+07   1.1443438378805576e+06  -8.6524999727971390e+01
 -1.9972403062979616e+07   1.0997769558602925e+06  -8.7154102523934110e+01
 -1.9974805553114243e+07   1.0552045955344792e+06  -8.7782776978295800e+01
 -1.9977108541494615e+07   1.0106269789312758e+06  -8.8411020732038400e+01
 -1.9979312016619194e+07   9.6604432810542600e+05  -8.9038831428459870e+01
 -1.9981415967481703e+07   9.2145686513669770e+05  -8.9666206713189070e+01
 -1.9983420383571180e+07   8.7686481212877890e+05  -9.0293144234193680e+01
 -1.9985325254871990e+07   8.3226839120870430e+05  -9.0919641641780910e+01
 -1.9987130571863964e+07   7.8766782452511670e+05  -9.1545696588614830e+01
 -1.9988836325522367e+07   7.4306333424740860e+05  -9.2171306729720880e+01
 -1.9990442507317970e+07   6.9845514256500870e+05  -9.2796469722488380e+01
 -1.9991949109217130e+07   6.5384347168514410e+05  -9.3421183226694880e+01
 -1.9993356123681728e+07   6.0922854383340210e+05  -9.4045444904490470e+01
 -1.9994663543669343e+07   5.6461058125120830e+05  -9.4669252420426300e+01
 -1.9995871362633172e+07   5.1998980619528756e+05  -9.5292603441454330e+01
